Channel,Video Title,Video Description,Video ID,Comment,Comment ID,Replies,Likes,clean_comments,language
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Doodh ke packet pe price mention hota hai. Gokul dham itna low iq😅except jethalal,UgwNUw84qSIwMSCtAq14AaABAg,1,0,Doodh ke packet pe price mention hota hai. Gokul dham itna low iqexcept jethalal,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,My favourite show TMKOC💙💚💛💜❤,UgyT9QWgLC2JMYOP11J4AaABAg,0,3,My favourite show TMKOC,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,"Kitne Paise Chaahiye Tujhe Beta ?  Aare Baap Hu Main Tera Beta ... Really Dilip Ji Iz Great . We Love You Dilip Ji .
Lots Of Love For TMKOC .",UgxXqMOM1x6grnE9bgV4AaABAg,0,5,"Kitne Paise Chaahiye Tujhe Beta ?  Aare Baap Hu Main Tera Beta ... Really Dilip Ji Iz Great . We Love You Dilip Ji .
Lots Of Love For TMKOC .",en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,I am great Fan of Tarak Metha Ka series but sorry to inform you that Now a Days story is not too good please improve your story,UgzJYWdqgCwHvymNv9V4AaABAg,3,28,I am great Fan of Tarak Metha Ka series but sorry to inform you that Now a Days story is not too good please improve your story,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Love from Bangladesh...,UgyvmCtitmFYS1Yh9ml4AaABAg,1,7,Love from Bangladesh...,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,I want 27th may 2019,UgxGIGclRCTzthdXUfh4AaABAg,0,4,I want 27th may 2019,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Nowdays Anjali is far more better than Anjali in looks.😘😍,Ugwu5YgdfGAUl8usJEp4AaABAg,0,1,Nowdays Anjali is far more better than Anjali in looks.,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Jethalal is best actor,UgzIuCmM65oPfTf2ewZ4AaABAg,0,0,Jethalal is best actor,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Love TMKOC from Kashmir,UgzXTF4NjTMrBtnk47p4AaABAg,0,1,Love TMKOC from Kashmir,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Now I am starting hating this show  after this doodh prise increase...vikari log 5 rupeke liye itna kuch,UgxYTI81hrwODDZ8vdt4AaABAg,1,12,Now I am starting hating this show  after this doodh prise increase...vikari log 5 rupeke liye itna kuch,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,My favorite...and jetha lal is awesome,UgwkNTxJtuElmlPSGyF4AaABAg,0,1,My favorite...and jetha lal is awesome,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,"I don't watch this show daily, 

But yeh Tappu Lipstick karta hr kya?",UgzEtBF0EJgrXLEI-8R4AaABAg,0,13,"I don't watch this show daily, 

But yeh Tappu Lipstick karta hr kya?",en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Cool,Ugxti62a87lKJONzYul4AaABAg,0,2,Cool,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Only.jethalal.respect.abdul,UgzSxhvNuTMPHU42-JN4AaABAg,0,0,Only.jethalal.respect.abdul,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,I like this TMKOC,UgxY7NIVperDIHpupxh4AaABAg,0,2,I like this TMKOC,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,"I liked this Sony SAB TV drama TMKUC Nice 
👉👌✌👍👏👋💞👐💖👈",UgxMLG_c5Wr2nHem5V14AaABAg,1,4,"I liked this Sony SAB TV drama TMKUC Nice 
",en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Overacting 🙄🙄🙄,UgwYV598vWqdIK2qHkF4AaABAg,1,8,Overacting ,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Nehru & Congress is responsible for this mehgai,UgyUvnJFSfHsTlMwNyd4AaABAg,0,0,Nehru & Congress is responsible for this mehgai,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,I think they are over reacting I guess they are running out of ideas,UgzUtR8I2hKGE98cHY14AaABAg,3,140,I think they are over reacting I guess they are running out of ideas,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,So good and nice,Ugy7__qzhELfRtB0HYt4AaABAg,0,0,So good and nice,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,5:07 it is written powder galli near Film City,Ugz_J8a-3u4QViTjNlh4AaABAg,0,6,5:07 it is written powder galli near Film City,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,add daya otherwise this show will  be flop,UgzlIYpewV2kuzS0JSN4AaABAg,0,1,add daya otherwise this show will  be flop,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Very nice the tarak Mehta ka o,UgxG38rEFu14PhC5cwh4AaABAg,0,0,Very nice the tarak Mehta ka o,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Episode Achcha episode hai mujhe Pasand Aaya Bahut Mast bhi hai,Ugy0b3ZQMGhb4T3-eed4AaABAg,0,1,Episode Achcha episode hai mujhe Pasand Aaya Bahut Mast bhi hai,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,yee kya hain itne dino ki relationship jo abdul vai sain hain o chant pal o main kaice badal gaya gada family ko corkar har ek carecter nein jo behave ki hain o man nein main nehi ara ha hain,UgxFZFccT1pjYlzymq54AaABAg,0,2,yee kya hain itne dino ki relationship jo abdul vai sain hain o chant pal o main kaice badal gaya gada family ko corkar har ek carecter nein jo behave ki hain o man nein main nehi ara ha hain,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,13.42  babita ji understands jetha better than any other person,UgzwJNsyeOz6dyv6LiJ4AaABAg,0,1,13.42  babita ji understands jetha better than any other person,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Very good 👌👌👌👌 show,UgwikxjiL-L4VyzU9Wh4AaABAg,0,0,Very good  show,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,I'm still watching old episodes..  New episodes are very boring...  Bahut over acting kar rahe hain...,UgwWvRW4ZH0HqgHR4UR4AaABAg,0,0,I'm still watching old episodes..  New episodes are very boring...  Bahut over acting kar rahe hain...,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,"Fok upstairs in my job, so I am a beautiful person, but it is a great day out with a new one, the",UgzgS3vNtqoIkBypNZ14AaABAg,0,28,"Fok upstairs in my job, so I am a beautiful person, but it is a great day out with a new one, the",en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Babita look is very pritti 😘,UgyDDGS6wQSKg9zCAUR4AaABAg,0,1,Babita look is very pritti ,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Only Jhethalal  understand Abdul,UgxpSyUOrwF-VTyKxsV4AaABAg,0,17,Only Jhethalal  understand Abdul,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Happy birthday jeathalal🍫🍫🎂🎂🎂🎂🎂🎂🎂🍬🍬🍬🍬🍬🍬,Ugy5XWPZ8RTq6ZLOFrx4AaABAg,0,1,Happy birthday jeathalal,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,"They are fighting with Abdul for 5 rs 
    And they are called a family in society",UgwSTaobJwgZZWpfSO14AaABAg,1,34,"They are fighting with Abdul for 5 rs 
    And they are called a family in society",en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Only jethalal mature,Ugwr_xRBLNQ1XVwC9al4AaABAg,0,0,Only jethalal mature,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Good morning 🌞 gokuldham society,UgyW_EwOiutu2P58EEJ4AaABAg,0,1,Good morning  gokuldham society,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Jethalal best😍😍,Ugy9PPPzBhqOdFsaO6F4AaABAg,0,0,Jethalal best,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,khudh to hr cheej pr itna khrch krte h kpdo pr ghr pr lifestyle pr festivals pr.....lkin grib admi 5 rupey bdhade to afaat aa jati h.....shameful.....therefore poor are getting poor,Ugz4wwxdqhPRt-ft75p4AaABAg,0,11,khudh to hr cheej pr itna khrch krte h kpdo pr ghr pr lifestyle pr festivals pr.....lkin grib admi 5 rupey bdhade to afaat aa jati h.....shameful.....therefore poor are getting poor,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Very Nice Wow 💌🍫🍬🎂😍🤩😘,UgwVnuAlRo4UmqvHI4Z4AaABAg,0,0,Very Nice Wow ,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Bakwass day by day. Everyone are overacting.,Ugw-3hbxAZADwsnphTF4AaABAg,0,1,Bakwass day by day. Everyone are overacting.,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,928th to watch.😄😃😃😄,Ugw1_QA6TdliPPnyw-t4AaABAg,0,14,928th to watch.,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Tapu sena are the Best,UgyUo30LNqt_ANGe8l54AaABAg,0,2,Tapu sena are the Best,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,How selfish they are,UgxSQg2Y5WJuqbGx34R4AaABAg,0,1,How selfish they are,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Where is next episode,UgwdCHzxeiGTccxZxFV4AaABAg,0,0,Where is next episode,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Plz make something intresting. Don't just make episodes. It's very good show plz don't ruin it. Make these women's to do something they have become useless in absence of disha vakani. Never seen doing comedy to any of the women's expect daya behn and madhavi bhavi sometimes. Plz make something intresting.,UgzhsAi2D79hlR3-SAh4AaABAg,0,1,Plz make something intresting. Don't just make episodes. It's very good show plz don't ruin it. Make these women's to do something they have become useless in absence of disha vakani. Never seen doing comedy to any of the women's expect daya behn and madhavi bhavi sometimes. Plz make something intresting.,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Logic died.,UgzMdWc7E0S0XPYjsId4AaABAg,0,0,Logic died.,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,literally for 5 rupees k leye,UgyLPtpVziYyt1FGb1B4AaABAg,4,10,literally for 5 rupees k leye,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Who liked jethalal character????,UgwkHueNOYeUXTutM-N4AaABAg,0,3,Who liked jethalal character????,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Only jethalal is real.,UgxhozPq3Uhp54yAkXF4AaABAg,0,0,Only jethalal is real.,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Wow so very super,Ugxd9WxIUu-m-KWTjlN4AaABAg,0,0,Wow so very super,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Why tarak mehata ka oolta chasma is not funny like before why tmoc????? If you hear me plz do make more funny video or backround tone is also not like before why????,UgxZQCUiUORNz3M3HER4AaABAg,0,1,Why tarak mehata ka oolta chasma is not funny like before why tmoc????? If you hear me plz do make more funny video or backround tone is also not like before why????,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Who came after seeing thumbnail,UgxX_sXo20Qdd8c0Tyx4AaABAg,0,39,Who came after seeing thumbnail,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Babita is very beaytifull in this episode' thumbnail,UgwxoyYFdS9LiIMDOPV4AaABAg,0,19,Babita is very beaytifull in this episode' thumbnail,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Highly illogical discussion.... abdul is also a aam admi and very smll businessman... gokuldham ideal society... aji ghanta,UgzuOyAPnumQh4vHbkx4AaABAg,0,20,Highly illogical discussion.... abdul is also a aam admi and very smll businessman... gokuldham ideal society... aji ghanta,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Who is seeing this video in lockdown,Ugy2GUQBjED8H98yegF4AaABAg,5,128,Who is seeing this video in lockdown,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Inn express permission of,Ugx7RfsY5LDUVAuogGB4AaABAg,0,28,Inn express permission of,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,where is daya ?,Ugw4iPJJx7l-hxxNdvp4AaABAg,0,0,where is daya ?,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,New episode last wala bhejiyega,Ugw-XUt6SxRJ8Pkfc9Z4AaABAg,0,0,New episode last wala bhejiyega,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Tapu real name is ??,Ugx9GD2nr1ItuB--Tml4AaABAg,0,1,Tapu real name is ??,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,"Nice show,s",UgwrjSmBp2ryyJCHNXl4AaABAg,0,1,"Nice show,s",en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Why sound came copy of right,UgwbRpTt1F6byef6EKV4AaABAg,0,0,Why sound came copy of right,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Poor Abdul has fully upset 😏😏😏😏,UgzLBBuSMb6erQekTaV4AaABAg,0,22,Poor Abdul has fully upset ,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Who is seeing in the lockdown,Ugyv5Q7TbahY9Z9NL-J4AaABAg,1,1,Who is seeing in the lockdown,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,"Tarak  mehita show 
Good comedy show",Ugw6Ap50d-eJIzP4Q1x4AaABAg,0,2,"Tarak  mehita show 
Good comedy show",en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,I think that Abdul should have told everybody before. He said last month it was hiked! So on the very date itself he should have told everybody about the price increase.,UgynB-BQbj3oxzD7gH94AaABAg,0,0,I think that Abdul should have told everybody before. He said last month it was hiked! So on the very date itself he should have told everybody about the price increase.,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Nice viedo and price,Ugy2o63jBzna_Tjpiud4AaABAg,0,1,Nice viedo and price,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Love you babita ji😘😘ethics,Ugx7E-CE5pkuq2MmN094AaABAg,0,0,Love you babita jiethics,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Milk to thik hai bide bhy lekin sabji no correct,UgxqSBMt0JxQFZIFIth4AaABAg,0,0,Milk to thik hai bide bhy lekin sabji no correct,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,This so is very very very very nice,Ugw3dQvXm4_nCKAxHcd4AaABAg,0,0,This so is very very very very nice,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,"Me after watching a TMKOC episode:
SENSE KIDR HAI BC?",UgzG009KV4K8GPMQDZd4AaABAg,0,3,"Me after watching a TMKOC episode:
SENSE KIDR HAI BC?",en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,Komedy is dead 💀,UgwIWyRKzAJUAgH8YzZ4AaABAg,0,16,Komedy is dead ,en
Sony SAB,"Taarak Mehta Ka Ooltah Chashmah - Ep 2738 - Full Episode - 24th May, 2019",Episode 2738: The Value Of Money ------------------------------------------ Jethalal's son tries to get money out of his father by praising his chocolate-milk making skills.,83gpD0QwREc,It is really nonsense,UgzJcp2X8zhJ18d8ZHJ4AaABAg,0,0,It is really nonsense,en
